"","station_name","datetime","predicted"
"281","Beale at Market","2014-09-01",-11.490484110226
"282","Beale at Market","2014-09-02",-10.1840199422765
"283","Beale at Market","2014-09-03",-9.20092373741063
"284","Beale at Market","2014-09-04",-12.0348676492484
"285","Beale at Market","2014-09-05",-6.14970444435763
"286","Beale at Market","2014-09-06",-5.12245402389732
"287","Beale at Market","2014-09-07",-3.99684664049349
"288","Beale at Market","2014-09-08",-12.0977278365767
"289","Beale at Market","2014-09-09",-10.7912636686272
"290","Beale at Market","2014-09-10",-9.80816746376135
"291","Beale at Market","2014-09-11",-12.6421113755992
"292","Beale at Market","2014-09-12",-6.75694817070835
"293","Beale at Market","2014-09-13",-5.72969775024804
"294","Beale at Market","2014-09-14",-4.60409036684421
"295","Mechanics Plaza (Market at Battery)","2014-09-01",-3.11183442205277
"296","Mechanics Plaza (Market at Battery)","2014-09-02",-2.71217660657176
"297","Mechanics Plaza (Market at Battery)","2014-09-03",-1.38965842729224
"298","Mechanics Plaza (Market at Battery)","2014-09-04",-4.70572987828913
"299","Mechanics Plaza (Market at Battery)","2014-09-05",0.237674739228976
"300","Mechanics Plaza (Market at Battery)","2014-09-06",-0.834279865412191
"301","Mechanics Plaza (Market at Battery)","2014-09-07",-1.06645918569909
"302","Mechanics Plaza (Market at Battery)","2014-09-08",-3.23244085901499
"303","Mechanics Plaza (Market at Battery)","2014-09-09",-2.83278304353398
"304","Mechanics Plaza (Market at Battery)","2014-09-10",-1.51026486425446
"305","Mechanics Plaza (Market at Battery)","2014-09-11",-4.82633631525135
"306","Mechanics Plaza (Market at Battery)","2014-09-12",0.117068302266756
"307","Mechanics Plaza (Market at Battery)","2014-09-13",-0.954886302374411
"308","Mechanics Plaza (Market at Battery)","2014-09-14",-1.18706562266131
"309","Embarcadero at Folsom","2014-09-01",-0.955822396255395
"310","Embarcadero at Folsom","2014-09-02",-1.0859863070217
"311","Embarcadero at Folsom","2014-09-03",-1.08995216759432
"312","Embarcadero at Folsom","2014-09-04",1.06047289368767
"313","Embarcadero at Folsom","2014-09-05",-1.00999379186673
"314","Embarcadero at Folsom","2014-09-06",-0.922081322592367
"315","Embarcadero at Folsom","2014-09-07",-3.19069713018232
"316","Embarcadero at Folsom","2014-09-08",-1.54731564535922
"317","Embarcadero at Folsom","2014-09-09",-1.67747955612553
"318","Embarcadero at Folsom","2014-09-10",-1.68144541669814
"319","Embarcadero at Folsom","2014-09-11",0.468979644583848
"320","Embarcadero at Folsom","2014-09-12",-1.60148704097055
"321","Embarcadero at Folsom","2014-09-13",-1.51357457169619
"322","Embarcadero at Folsom","2014-09-14",-3.78219037928615
"323","Temporary Transbay Terminal (Howard at Beale)","2014-09-01",-3.69691105906772
"324","Temporary Transbay Terminal (Howard at Beale)","2014-09-02",-5.06209213472521
"325","Temporary Transbay Terminal (Howard at Beale)","2014-09-03",-7.7878752313736
"326","Temporary Transbay Terminal (Howard at Beale)","2014-09-04",-7.88834500678745
"327","Temporary Transbay Terminal (Howard at Beale)","2014-09-05",-13.2247534668526
"328","Temporary Transbay Terminal (Howard at Beale)","2014-09-06",-1.10270089603212
"329","Temporary Transbay Terminal (Howard at Beale)","2014-09-07",-1.9074804699932
"330","Temporary Transbay Terminal (Howard at Beale)","2014-09-08",-4.25953261604615
"331","Temporary Transbay Terminal (Howard at Beale)","2014-09-09",-5.62471369170364
"332","Temporary Transbay Terminal (Howard at Beale)","2014-09-10",-8.35049678835203
"333","Temporary Transbay Terminal (Howard at Beale)","2014-09-11",-8.45096656376588
"334","Temporary Transbay Terminal (Howard at Beale)","2014-09-12",-13.7873750238311
"335","Temporary Transbay Terminal (Howard at Beale)","2014-09-13",-1.66532245301055
"336","Temporary Transbay Terminal (Howard at Beale)","2014-09-14",-2.47010202697163
"337","Market at Sansome","2014-09-01",6.77153467679255
"338","Market at Sansome","2014-09-02",6.33759139560342
"339","Market at Sansome","2014-09-03",4.52827940153002
"340","Market at Sansome","2014-09-04",4.58687979277818
"341","Market at Sansome","2014-09-05",4.71091082856135
"342","Market at Sansome","2014-09-06",-8.7380078500607
"343","Market at Sansome","2014-09-07",-4.63939316722543
"344","Market at Sansome","2014-09-08",3.03365633610656
"345","Market at Sansome","2014-09-09",2.59971305491743
"346","Market at Sansome","2014-09-10",0.79040106084403
"347","Market at Sansome","2014-09-11",0.849001452092192
"348","Market at Sansome","2014-09-12",0.973032487875354
"349","Market at Sansome","2014-09-13",-12.4758861907467
"350","Market at Sansome","2014-09-14",-8.37727150791142
"351","Spear at Folsom","2014-09-01",1.08883804706037
"352","Spear at Folsom","2014-09-02",1.36492763078004
"353","Spear at Folsom","2014-09-03",0.414640600352516
"354","Spear at Folsom","2014-09-04",2.03845881243845
"355","Spear at Folsom","2014-09-05",2.14338319844396
"356","Spear at Folsom","2014-09-06",-0.736512269348664
"357","Spear at Folsom","2014-09-07",0.578952289256464
"358","Spear at Folsom","2014-09-08",1.65944030286334
"359","Spear at Folsom","2014-09-09",1.93552988658302
"360","Spear at Folsom","2014-09-10",0.985242856155493
"361","Spear at Folsom","2014-09-11",2.60906106824143
"362","Spear at Folsom","2014-09-12",2.71398545424694
"363","Spear at Folsom","2014-09-13",-0.165910013545687
"364","Spear at Folsom","2014-09-14",1.14955454505944
"365","Howard at 2nd","2014-09-01",2.81936274030507
"366","Howard at 2nd","2014-09-02",2.46078142705131
"367","Howard at 2nd","2014-09-03",3.32658042689622
"368","Howard at 2nd","2014-09-04",3.95344301936626
"369","Howard at 2nd","2014-09-05",4.42305345537064
"370","Howard at 2nd","2014-09-06",1.3732030340333
"371","Howard at 2nd","2014-09-07",0.275815919636181
"372","Howard at 2nd","2014-09-08",2.84150495051644
"373","Howard at 2nd","2014-09-09",2.48292363726268
"374","Howard at 2nd","2014-09-10",3.34872263710758
"375","Howard at 2nd","2014-09-11",3.97558522957763
"376","Howard at 2nd","2014-09-12",4.44519566558201
"377","Howard at 2nd","2014-09-13",1.39534524424467
"378","Howard at 2nd","2014-09-14",0.29795812984755
"379","Embarcadero at Bryant","2014-09-01",-9.21672845572532
"380","Embarcadero at Bryant","2014-09-02",-13.4977645144046
"381","Embarcadero at Bryant","2014-09-03",-18.0524200211146
"382","Embarcadero at Bryant","2014-09-04",-15.5461629346892
"383","Embarcadero at Bryant","2014-09-05",-21.1673696863008
"384","Embarcadero at Bryant","2014-09-06",-20.6215125647494
"385","Embarcadero at Bryant","2014-09-07",-21.439613103645
"386","Embarcadero at Bryant","2014-09-08",-18.3230642760779
"387","Embarcadero at Bryant","2014-09-09",-22.6041003347571
"388","Embarcadero at Bryant","2014-09-10",-27.1587558414672
"389","Embarcadero at Bryant","2014-09-11",-24.6524987550417
"390","Embarcadero at Bryant","2014-09-12",-30.2737055066534
"391","Embarcadero at Bryant","2014-09-13",-29.727848385102
"392","Embarcadero at Bryant","2014-09-14",-30.5459489239975
"393","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-01",0.049244383728577
"394","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-02",-2.39203662859107
"395","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-03",-0.407001167400925
"396","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-04",1.16828180438815
"397","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-05",2.80182263278788
"398","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-06",-2.21008477937986
"399","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-07",-0.610108156139832
"400","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-08",-0.569803235319041
"401","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-09",-3.01108424763868
"402","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-10",-1.02604878644854
"403","Yerba Buena Center of the Arts (3rd @ Howard)","2014-09-11",0.549234185340528
